所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/财务管理(#10),验证“交易日期”起始框输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：“ ”
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”起始框输入为字符,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：abc
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,1,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”起始框输入为数字字符组合格式,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：123abc
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”起始框输入为特殊格式,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：%
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”起始框输入为数字,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：0000
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”起始框输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：“”
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”截止框可以通过日期插件框进行选择,"1.点击“财务管理”模块
2.点击“财务流水”模块",1.结束日期：2019-12-01,“交易日期”截止框可以通过日期插件框进行选择,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”截止框可以通过键盘输入,"1.点击“财务管理”模块
2.点击“财务流水”模块",1.结束日期：键盘输入2019-12-01,“交易日期”截止框可以通过键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”截止框输入错误日期格式,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：2017-01-01
2.结束日期：2019-12-33
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”截止框输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：2017-01-01
2.结束日期：“”
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”截止框输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：2017-01-01
2.结束日期：“ ”
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”截止框输入为字符,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：2017-01-01
2.结束日期：abc
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”截止框输入为数字字符组合格式,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：2017-01-01
2.结束日期：123abc
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”截止框输入为特殊格式,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：2017-01-01
2.结束日期：%
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”截止框输入为数字,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：2017-01-01
2.结束日期：0000
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证“交易日期”截止框时间早于起始时间,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：2020-01-07
2.结束日期：2017-01-10
3.点击“查询”按钮",查询结果为空,,3,功能测试,系统测试阶段
/财务管理(#10),验证流水记录列表每页显示内容条数可以更改，且可翻页,"1.点击“财务管理”模块
2.点击“财务流水”模块","1.起始日期：2016-01-07
2.结束日期：2020-01-07
3.点击“查询”按钮
4.查看下方列表底部每页显示内容条数是否可以更改，是否可以翻页",流水记录列表每页显示内容条数可以更改，且可翻页,,3,功能测试,系统测试阶段
/财务管理(#10),验证“复核”按钮可用,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表",1.选择一条流水记录点击其后的“复核”按钮,“复核”按钮可用,,3,功能测试,系统测试阶段
/财务管理(#10),验证“复核”时点击“确定”后该条未复核流水记录复核状态更改为“已复核”,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表","1.选择一条复核状态为“未复核”的流水记录点击其后的“复核”按钮
2.点击弹出窗的“确定”
3.重新在流水记录列表中查看该条记录的复核状态是否变为“已复核”",“复核”时点击“确定”后该条未复核流水记录复核状态更改为“已复核”,,3,功能测试,系统测试阶段
/财务管理(#10),验证“复核”时点击“确定”后界面跳转回“财务流水”界面,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表","1.选择一条复核状态为“未复核”的流水记录点击其后的“复核”按钮
2.点击弹出窗的“确定”
3.查看界面是否跳转回“财务流水”界面",“复核”时点击“确定”后界面跳转回“财务流水”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证“复核”时点击“取消”后该条未复核流水记录复核状态不发生变化,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表","1.选择一条复核状态为“未复核”的流水记录点击其后的“复核”按钮
2.点击弹出窗的“取消”
3.重新在流水记录列表中查看该条记录的复核状态是否仍为“未复核”",“复核”时点击“取消”后该条未复核流水记录复核状态仍为“未复核”,,3,功能测试,系统测试阶段
/财务管理(#10),验证“复核”时点击“取消”后界面跳转回“财务流水”界面,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表","1.选择一条复核状态为“未复核”的流水记录点击其后的“复核”按钮
2.点击弹出窗的“取消”
3.查看界面是否跳转回“财务流水”界面",“复核”时点击“取消”后界面跳转回“财务流水”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击“复核”后点击弹出界面的关闭按钮后界面跳转回“财务流水”界面,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表","1.选择一条复核状态为“未复核”的流水记录点击其后的“复核”按钮
2.点击弹出窗的关闭按钮
3.查看界面是否跳转回“财务流水”界面",验证点击“复核”后点击弹出界面的关闭按钮后界面跳转回“财务流水”界面,,3,功能测试,系统测试阶段
/财务管理(#10),验证复核状态为“已复核”的流水记录不可再重复复核,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表",1.选择一条复核状态为“已复核”的流水记录点击其后的“复核”按钮,有不可重复复核的提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出方输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出方：‘’
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出方输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出方：‘ ’
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出方输入为字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出方：abc
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出方输入为数字字符组合,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出方：123abc
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出方输入为数字,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出方：123
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出方输入为特殊字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出方：#@
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出账号输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出账号：‘’
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出账号输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出账号：‘ ’
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出账号输入为字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出账号：abc
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出账号输入为数字字符组合,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出账号：123abc
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出账号输入为超长数字,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出账号：12345678910111213
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出账号输入为超短数字,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出账号：1
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时支出账号输入为特殊字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.支出账号：#
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时交易金额输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.交易金额：‘’
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时交易金额输入空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.交易金额：‘ ’
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时交易金额输入正的两位小数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.交易金额：100.01
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时交易金额收入正的大于两位的小数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.交易金额：100.001
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时交易金额输入为负整数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.交易金额：-100
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时交易金额输入负的小数,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.交易金额：-0.01
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时交易金额输入为0,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.交易金额：0
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时交易日期框不能键盘输入,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.交易日期：键盘输入2019-01-18
2.其他框输入合法数据",交易日期框不能键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时凭证编号输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.凭证编号：‘’
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时凭证编号输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.凭证编号：‘ ’
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时凭证编号输入为字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.凭证编号：abc
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时凭证编号输入为数字字符组合,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.凭证编号：123abc
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时凭证编号输入为数字,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.凭证编号：123
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时凭证编号输入为特殊字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.凭证编号：#@
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时摘要框输入为空,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.摘要：“”
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时摘要框输入为空格,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.摘要：“ ”
2.其他框输入合法数据",修改流水记录失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时摘要框输入为特殊字符,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.摘要：@
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时摘要框输入为数字字符组合,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.摘要：123abc
2.其他框输入合法数据",修改流水记录成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证修改流水记录时摘要框输入超长字符时竖向滚动条可以拖动，且新增流水失败,"1.点击“财务管理”模块
2.点击“财务流水”模块
3.查询流水记录列表
4.选择一条流水记录点击其后的“修改”按钮","1.摘要：超长字符
2.其他框输入合法数据","1.摘要竖向滚动条可以拖动
2.新增收入流水失败",,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期起始框可以通过日期插件框进行选择,"1.点击“财务管理”模块
2.点击“预支结算”模块",1.起始日期：2019-12-01,“交易日期”起始框可以通过日期插件框进行选择,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期起始框可以通过键盘输入,"1.点击“财务管理”模块
2.点击“预支结算”模块",1.起始日期：键盘输入2019-12-01,“交易日期”起始框可以通过键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期起始框输入错误日期格式,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：2019-13-01
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期起始框输入为空,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：“”
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期起始框输入为空格,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：“ ”
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期起始框输入为字符,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：abc
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,1,功能测试,系统测试阶段
/财务管理(#10),验证查询日期起始框输入为数字字符组合格式,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：123abc
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期起始框输入为特殊格式,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：%
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期起始框输入为数字,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：0000
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期起始框输入为空,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：“”
2.结束日期：2020-01-07
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期截止框可以通过日期插件框进行选择,"1.点击“财务管理”模块
2.点击“预支结算”模块",1.结束日期：2019-12-01,“交易日期”截止框可以通过日期插件框进行选择,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期截止框可以通过键盘输入,"1.点击“财务管理”模块
2.点击“预支结算”模块",1.结束日期：键盘输入2019-12-01,“交易日期”截止框可以通过键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期截止框输入错误日期格式,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：2017-01-01
2.结束日期：2019-12-33
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期截止框输入为空,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：2017-01-01
2.结束日期：“”
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期截止框输入为空格,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：2017-01-01
2.结束日期：“ ”
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期截止框输入为字符,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：2017-01-01
2.结束日期：abc
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期截止框输入为数字字符组合格式,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：2017-01-01
2.结束日期：123abc
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期截止框输入为特殊格式,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：2017-01-01
2.结束日期：%
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期截止框输入为数字,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：2017-01-01
2.结束日期：0000
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证查询日期截止框时间早于起始时间,"1.点击“财务管理”模块
2.点击“预支结算”模块","1.起始日期：2020-01-07
2.结束日期：2017-01-10
3.点击“查询”按钮",查询失败,,3,功能测试,系统测试阶段
/财务管理(#10),验证姓名框输入为空时查询结果为全部学员信息,"1.点击“财务管理”模块
2.点击“学员学费”模块","1.所有下拉框选择任意一个选项
2.姓名：",姓名框输入为空时查询结果为全部学员信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证姓名框输入学生姓名可以查询该学生信息,"1.点击“财务管理”模块
2.点击“学员学费”模块","1.所有下拉框选择任意一个选项
2.姓名：王丹",姓名框输入学生姓名可以查询该学生信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击缴费记录前面的“+”可以查看缴费详细信息,"1.点击“财务管理”模块
2.点击“学员学费”模块","1.选择一项缴费记录，点击前面的“+”号
2.查看下方是否展开缴费详细信息",点击缴费记录前面的“+”可以查看缴费详细信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证点击“-”可以收起缴费详细信息,"1.点击“财务管理”模块
2.点击“学员学费”模块","1.点击“-”
2.查看缴费详细信息是否被收起",点击“-”可以收起缴费详细信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增缴费时“缴费日期”不可以键盘输入,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“缴费”按钮",1.缴费日期：键盘输入2020-01-07,缴费日期不可以通过键盘输入,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增缴费时“缴费金额”输入为空,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“缴费”按钮","1.缴费金额：‘’
2.其他框输入合法数据
3.点击：缴费",有相关格式不符提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增缴费时“缴费金额”输入为空格,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“缴费”按钮","1.缴费金额：‘ ’
2.其他框输入合法数据
3.点击：缴费",有相关格式不符提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增缴费时“缴费金额”输入为正的两位小数,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“缴费”按钮","1.缴费金额：100.01
2.其他框输入合法数据
3.点击：缴费",缴费成功,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增缴费时“缴费金额”输入为正的大于两位的小数,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“缴费”按钮","1.缴费金额：100.001
2.其他框输入合法数据
3.点击：缴费",有相关格式不符提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增缴费时“缴费金额”输入为负整数,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“缴费”按钮","1.缴费金额：-100
2.其他框输入合法数据
3.点击：缴费",有相关格式不符提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增缴费时“缴费金额”输入为负的小数,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“缴费”按钮","1.缴费金额：-0.01
2.其他框输入合法数据
3.点击：缴费",有相关格式不符提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证新增缴费时“缴费金额”输入为0,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“缴费”按钮","1.缴费金额：0
2.其他框输入合法数据
3.点击：缴费",有相关格式不符提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证缴费状态为单选框且选项都可被选中,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“缴费”按钮",缴费情况：依次选择“正常”和“多贷”,缴费状态为单选框且选项都可被选中,,1,功能测试,系统测试阶段
/财务管理(#10),验证缴费成功后有提示信息,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“缴费”按钮","1.所有数据输入合法格式
2.点击：缴费",缴费成功后有提示信息,,1,功能测试,系统测试阶段
/财务管理(#10),验证退费时“退费日期”不可以键盘输入,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“退费”按钮",1.退费日期：键盘输入2020-01-07,退费日期不可以通过键盘输入,,1,功能测试,系统测试阶段
/财务管理(#10),验证退费时“退费金额”输入为空,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“退费”按钮","1.退费金额：‘’
2.其他框输入合法数据
3.点击：退费",有相关格式不符提示信息,,1,功能测试,系统测试阶段
/财务管理(#10),验证退费时“退费金额”输入为空格,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“退费”按钮","1.退费金额：‘ ’
2.其他框输入合法数据
3.点击：退费",有相关格式不符提示信息,,1,功能测试,系统测试阶段
/财务管理(#10),验证退费时“退费金额”输入为正的两位小数,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“退费”按钮","1.退费金额：100.01
2.其他框输入合法数据
3.点击：退费",退费成功,,1,功能测试,系统测试阶段
/财务管理(#10),验证退费时“退费金额”输入为正的大于两位的小数,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“退费”按钮","1.退费金额：100.001
2.其他框输入合法数据
3.点击：退费",有相关格式不符提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证退费时“退费金额”输入为负整数,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“退费”按钮","1.退费金额：-100
2.其他框输入合法数据
3.点击：退费",有相关格式不符提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证退费时“退费金额”输入为负的小数,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“退费”按钮","1.退费金额：-0.01
2.其他框输入合法数据
3.点击：退费",有相关格式不符提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证退费时“退费金额”输入为0,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“退费”按钮","1.退费金额：0
2.其他框输入合法数据
3.点击：退费",有相关格式不符提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证退费成功后有提示信息,"1.点击“财务管理”模块
2.点击“学员学费”模块
3.选择一条学员缴费记录，点击其后的“退费”按钮","1.所有数据输入合法格式
2.点击：退费",退费成功后有提示信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证学员缴费列表每页显示内容条数可更改，且可以翻页,"1.点击“财务管理”模块
2.点击“学员学费”模块",1.更改学员缴费记录列表下方每页显示条数，查看是否可以翻页,学员缴费列表每页显示内容条数可更改，且可以翻页,,3,功能测试,系统测试阶段
/财务管理(#10),验证姓名框输入为空时查询结果为全部学员信息,"1.点击“财务管理”模块
2.点击“定金复核”模块","1.所有下拉框选择任意一个选项
2.姓名：",姓名框输入为空时查询结果为全部学员信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证姓名框输入学生姓名可以查询该学生信息,"1.点击“财务管理”模块
2.点击“定金复核”模块","1.所有下拉框选择任意一个选项
2.姓名：王丹",姓名框输入学生姓名可以查询该学生信息,,3,功能测试,系统测试阶段
/财务管理(#10),验证学员定金复核列表每页显示内容条数可更改，且可以翻页,"1.点击“财务管理”模块
2.点击“定金复核”模块",1.更改学员定金复核记录列表下方每页显示条数，查看是否可以翻页,学员缴费列表每页显示内容条数可更改，且可以翻页,,3,功能测试,系统测试阶段
/财务管理(#10),验证“复核”按钮可用,"1.点击“财务管理”模块
2.点击“定金复核”模块
3.查询学员定金复核记录列表",1.选择一条学生记录点击其后的“复核”按钮,“复核”按钮可用,,3,功能测试,系统测试阶段
